frase,risco_churn
A experiência com o módulo de vendas tem sido muito positiva esse mês.,0
Nossa gerência está insatisfeita com o sistema no último trimestre.,1
Nosso time de TI recomendaria o sistema de gestão para outras empresas.,0
A equipe comercial está muito satisfeita com o módulo de RH essa semana.,0
Não recebemos retorno do chamado sobre o módulo de RH recentemente.,1
Estamos insatisfeitos com o tempo de resposta do suporte técnico.,1
Não tivemos nenhum problema com o módulo financeiro recentemente.,0
A solução da TOTVS se mostrou estável mesmo em períodos de pico essa semana.,0
O custo de o módulo de estoque aumentou e a equipe comercial está reconsiderando o contrato.,1
A equipe de compras elogiou o desempenho de o módulo de RM ao longo do ano.,0
A equipe comercial elogiou o desempenho de a plataforma Fluig nos últimos meses.,0
Não recebemos retorno do chamado sobre o módulo de estoque esse mês.,1
A equipe de compras está animada com os novos recursos de o ERP.,0
Não recebemos retorno do chamado sobre o sistema esse mês.,1
A equipe de compras está frustrada com a complexidade de o sistema de gestão.,1
Não tivemos nenhum problema com o módulo fiscal no último trimestre.,0
A equipe de suporte resolveu nosso chamado rapidamente.,0
A equipe de projetos elogiou o desempenho de a plataforma nos últimos meses.,0
Não tivemos nenhum problema com a solução da TOTVS no último trimestre.,0
Não tivemos nenhum problema com a plataforma Fluig nas últimas reuniões.,0
O time financeiro quer expandir o uso de o sistema para outros setores.,0
Não recebemos retorno do chamado sobre o ERP no último trimestre.,1
A equipe de compras está animada com os novos recursos de a plataforma Fluig.,0
Não tivemos nenhum problema com o módulo de vendas essa semana.,0
Nosso time de TI quer expandir o uso de o módulo fiscal para outros setores.,0
A diretoria está pensando em migrar para outra plataforma.,1
O ERP apresentou instabilidade nos últimos dias.,1
Nossa gerência reclamou da demora do suporte sobre o módulo fiscal nos últimos dias.,1
O módulo de compras se mostrou estável mesmo em períodos de pico há duas semanas.,0
O time financeiro questiona se vale a pena continuar pagando por o módulo fiscal.,1
O custo de o módulo de RH aumentou e nossa gerência está reconsiderando o contrato.,1
A equipe de operações questiona se vale a pena continuar pagando por o módulo financeiro.,1
O módulo de compras apresentou lentidão constante desde a última atualização.,1
O setor de RH elogiou o desempenho de o sistema Protheus recentemente.,0
A equipe de operações está insatisfeita com o sistema essa semana.,1
Nossa gerência quer expandir o uso de o módulo de RH para outros setores.,0
O ERP apresentou lentidão constante nos últimos meses.,1
A diretoria elogiou o desempenho de o sistema de gestão nos últimos dias.,0
Não tivemos nenhum problema com o módulo fiscal esse mês.,0
O gerente de contas tem sido muito proativo conosco.,0
Não tivemos nenhum problema com o módulo de RM ao longo do ano.,0
Tivemos perda de dados usando o módulo de compras no último trimestre.,1
O módulo de estoque se mostrou estável mesmo em períodos de pico nos últimos dias.,0
A experiência com o sistema tem sido muito positiva no último trimestre.,0
A experiência com o sistema tem sido muito positiva nos últimos dias.,0
O time de logística questiona se vale a pena continuar pagando por o módulo financeiro.,1
Não recebemos retorno do chamado sobre o sistema de gestão nos últimos dias.,1
O time financeiro recomendaria a plataforma Fluig para outras empresas.,0
Nossa equipe está avaliando trocar o sistema por outra solução.,1
A equipe de compras elogiou o desempenho de o sistema essa semana.,0
Nosso time de TI quer expandir o uso de o módulo de RM para outros setores.,0
O sistema Protheus tem atendido muito bem nossas necessidades no financeiro.,0
O módulo de RH se mostrou estável mesmo em períodos de pico essa semana.,0
O time de suporte interno está muito satisfeita com a solução da TOTVS ao longo do ano.,0
Nossa equipe está muito satisfeita com o módulo de RH no último trimestre.,0
A diretoria está muito satisfeita com o sistema Protheus nos últimos dias.,0
O sistema Protheus apresentou instabilidade no último trimestre.,1
O time de logística recomendaria o módulo de RM para outras empresas.,0
Não tivemos nenhum problema com o sistema de gestão nas últimas reuniões.,0
A equipe de operações recomendaria a solução da TOTVS para outras empresas.,0
Nossa equipe elogiou o desempenho de o ERP essa semana.,0
A diretoria está insatisfeita com o módulo de RM recentemente.,1
Recebemos uma proposta melhor de outro fornecedor esta semana.,1
O ERP apresentou lentidão constante desde a última atualização.,1
A equipe comercial recomendaria o módulo de estoque para outras empresas.,0
O custo de a plataforma aumentou e a diretoria está reconsiderando o contrato.,1
O time de suporte interno está animada com os novos recursos de o módulo de estoque.,0
A concorrência tem oferecido planos mais flexíveis.,1
Não recebemos retorno do chamado sobre o módulo financeiro nos últimos dias.,1
A diretoria elogiou o desempenho de o módulo de RH no último trimestre.,0
O setor de RH elogiou o desempenho de o módulo financeiro esse mês.,0
Um concorrente ofereceu uma proposta melhor que o módulo de estoque.,1
O sistema de gestão tem atendido bem nossas necessidades desde a última atualização.,0
A equipe de operações questiona se vale a pena continuar pagando por o módulo de RM.,1
O time de suporte interno está frustrada com a complexidade de o módulo de estoque.,1
O suporte resolveu rapidamente nosso chamado sobre o módulo fiscal.,0
A equipe de operações está animada com os novos recursos de o ERP.,0
A equipe de operações está frustrada com a complexidade de a plataforma.,1
A equipe de projetos elogiou o desempenho de o módulo de RM nas últimas reuniões.,0
A equipe comercial está muito satisfeita com a plataforma Fluig ao longo do ano.,0
O time de logística está muito satisfeita com o módulo de vendas desde a última atualização.,0
A equipe de projetos elogiou o desempenho de o módulo de estoque desde a última atualização.,0
A diretoria conseguiu automatizar processos importantes com o ERP.,0
Nossa equipe elogiou o desempenho de o módulo de estoque nos últimos meses.,0
A plataforma se mostrou estável mesmo em períodos de pico ao longo do ano.,0
A equipe comercial reclamou da demora do suporte sobre a plataforma desde a última atualização.,1
O time de suporte interno está muito satisfeita com o sistema de gestão essa semana.,0
O sistema se mostrou estável mesmo em períodos de pico recentemente.,0
A experiência com o módulo financeiro tem sido muito positiva há duas semanas.,0
A equipe de operações está muito satisfeita com o módulo de RH essa semana.,0
Nosso time de TI está animada com os novos recursos de o módulo de RH.,0
O sistema Protheus apresentou lentidão constante há duas semanas.,1
Nossa gerência está muito satisfeita com o módulo fiscal esse mês.,0
Nossa gerência conseguiu automatizar processos importantes com o módulo de RM.,0
A equipe de operações está muito satisfeita com o sistema Protheus esse mês.,0
A experiência com o ERP tem sido muito positiva no último trimestre.,0
O sistema Protheus apresentou instabilidade ao longo do ano.,1
Não tivemos nenhum problema com o módulo de compras ao longo do ano.,0
O time financeiro conseguiu automatizar processos importantes com o ERP.,0
O custo de a plataforma aumentou e o setor de RH está reconsiderando o contrato.,1
O sistema de gestão se mostrou estável mesmo em períodos de pico nas últimas reuniões.,0
O time de suporte interno conseguiu automatizar processos importantes com o módulo de vendas.,0
O setor de RH questiona se vale a pena continuar pagando por o sistema Protheus.,1
O time financeiro está muito satisfeita com o módulo de RM essa semana.,0
A diretoria está muito satisfeita com o sistema nas últimas reuniões.,0
O time de logística reclamou da demora do suporte sobre o sistema Protheus há duas semanas.,1
O setor de RH está muito satisfeita com a solução da TOTVS nas últimas reuniões.,0
O sistema Protheus apresentou lentidão constante desde a última atualização.,1
O time financeiro está avaliando trocar a plataforma Fluig por outra solução.,1
Nosso time de TI está muito satisfeita com a plataforma desde a última atualização.,0
O módulo de RH apresentou lentidão constante nos últimos dias.,1
O custo de o módulo de compras aumentou e o time de logística está reconsiderando o contrato.,1
Não tivemos nenhum problema com o ERP nas últimas reuniões.,0
A diretoria elogiou o desempenho de o ERP nos últimos dias.,0
Nosso time de TI está avaliando trocar o módulo de compras por outra solução.,1
O time financeiro quer expandir o uso de o módulo de RH para outros setores.,0
Nossa gerência está frustrada com a complexidade de a plataforma.,1
A equipe de operações recomendaria o sistema para outras empresas.,0
A experiência com o módulo de estoque tem sido muito positiva essa semana.,0
A diretoria está animada com os novos recursos de a plataforma Fluig.,0
Nossa equipe está muito satisfeita com o módulo de RH esse mês.,0
O custo de o módulo de vendas aumentou e o time de logística está reconsiderando o contrato.,1
Nossa equipe está muito satisfeita com a solução da TOTVS nos últimos meses.,0
A diretoria está animada com os novos recursos de o módulo fiscal.,0
Nosso time de TI elogiou o desempenho de a plataforma no último trimestre.,0
Não recebemos retorno do chamado sobre o módulo de compras no último trimestre.,1
Nossa equipe está insatisfeita com o módulo financeiro desde a última atualização.,1
A equipe comercial está muito satisfeita com o módulo de vendas recentemente.,0
A equipe comercial quer expandir o uso de o módulo financeiro para outros setores.,0
O suporte resolveu rapidamente nosso chamado sobre a solução da TOTVS.,0
O time de logística elogiou o desempenho de o módulo de RM nos últimos dias.,0
O treinamento não foi suficiente e a equipe está com dificuldades.,1
O time financeiro recomendaria o ERP para outras empresas.,0
Nossa equipe está avaliando trocar a plataforma Fluig por outra solução.,1
Nossa equipe está muito satisfeita com o sistema Protheus nos últimos meses.,0
